MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
3607561,2013,Baumgardner Operation,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Larry D Baumgardner Coal Compa,"P.O. Box 186, Lanse, PA 16849", ,Appalachia Northern,56062,6,14801,10.934213500143766
3607670,2013,King #1,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,King Coal Sales Inc,"P.O. Box 712, Philipsburg, PA 16866", ,Appalachia Northern,54791,11,24611,10.911281225871654
3608071,2013,Enercorp Inc,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Enercorp Inc,"1310 Allport Cutoff, Morrisdale, PA 16858", ,Appalachia Northern,8018,2,2796,8.989444293202451
3608163,2013,Hoover Job,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Junior Coal Contracting Inncor,"2330 Six Mile Road, Philipsburg, PA 16866", ,Appalachia Northern,84177,21,44807,11.34067700377077
3608248,2013,Shawver Operation,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Hilltop Coal Company,"12 Duchtown Rd, Houtzdale, PA 16651", ,Appalachia Northern,44370,4,7674,10.700318844372955
3608422,2013,Clearfield Co Strips,Pennsylvania (Bituminous),Clearfield,Active,Surface,Operating Subsidiary,Mine only,Amfire Mining Company Llc,"One Energy Place, Latrobe, PA 15650", ,Appalachia Northern,209083,47,107237,12.250486581298627
3608705,2013,Laurel Ridge #1,Pennsylvania (Bituminous),Clearfield,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Ramm Coal Inc.,"1092 Spruce Hill Road, Rockton, PA 15856", ,Appalachia Northern,836,1,457,6.728628613084702
3608750,2013,"Bell Resources, Inc",Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,"Bell Resources, Inc","1340 Hoyt Road, Curwensville, PA 16833", ,Appalachia Northern,53694,13,24126,10.891056542410913
3609054,2013,Huskin Mine,Pennsylvania (Bituminous),Clearfield,Temporarily closed,Surface,Contractor,Mine only,Northern Son Inc.,"568 Silvis Hollow Rd, Kittanning, PA 16201", ,Appalachia Northern,80999,23,55681,11.302192087899355
3609124,2013,Myers And Supko,Pennsylvania (Bituminous),Clearfield,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Myers & Supko,"P.O. Box 51, Osceola Mills, PA 16666", ,Appalachia Northern,1224,2,145,7.1098794630722715
3609183,2013,Auger #1,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,A J Freno Auger Mining Llc,"4707 Gipsy Road, Glen Campbell, PA 15742", ,Appalachia Northern,7940,5,2369,8.979668554241181
3609187,2013,Auger No 3132,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,E E & S Auger Mining Inc,"687 Ambrose Road, Home, PA 15747", ,Appalachia Northern,10812,3,2225,9.288411907396338
3609194,2013,Auger No. 1,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,"Ccc Augering, Inc.","P.O. Box 176, Marion Center, PA 15759", ,Appalachia Northern,3464,3,928,8.150179269682326
3609224,2013,Cherry Tree Mine,Pennsylvania (Bituminous),Clearfield,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"511 Railroad Ave, Homer City, PA 15748", ,Appalachia Northern,587152,72,181260,13.28303900907202
3609305,2013,Kellar #3  Sn #3153,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Kellar Augering Inc.,"11976 Rt 954 Hwy N., Creekside, PA 15732", ,Appalachia Northern,7158,3,1731,8.875985891325971
3609341,2013,Roy #2,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Roy Coal Co.,"1115 Poland Ave, Altoona, PA 16601", ,Appalachia Northern,2130,2,851,7.6638772587034705
3609353,2013,Mill Job,Pennsylvania (Bituminous),Clearfield,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Fair Coal Company, Llc","360 Peaceful Endings Lane, Irvona, PA 16656", ,Appalachia Northern,1749,2,301,7.466799475018602
3609354,2013,Finney Strips,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Finney Enterprises Inc,"2007 Parsonville Road, Osceola Mills, PA 16666", ,Appalachia Northern,5316,2,3769,8.578476419833136
3609355,2013,Penfield Mine,Pennsylvania (Bituminous),Clearfield,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,468434,48,114300,13.057150495603375
3609419,2013,Clearfield County Strips,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,"Madera Enterprise, Inc.","2072 Banion Road, Madera, PA 16661", ,Appalachia Northern,262,2,282,5.568344503761097
3609477,2013,Harmony Mine,Pennsylvania (Bituminous),Clearfield,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,369975,47,108817,12.821190714770049
3609603,2013,Res Shawville,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Res Coal Llc,"224 Grange Hall Road, Armagh, PA 15920", ,Appalachia Northern,397551,42,104170,12.893078506733334
3609604,2013,Res Houtzdale,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Res Coal Llc,"224 Grange Hall Road, Armagh, PA 15920", ,Appalachia Northern,150596,16,42324,11.92235603357023
3609605,2013,Res Morrisdale,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Res Coal Llc,"224 Grange Hall Road, Armagh, PA 15920", ,Appalachia Northern,97224,12,32941,11.484772873550636
3609609,2013,6 Mile,Pennsylvania (Bituminous),Clearfield,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,J & J Welker,"P.O. Box 21, Woodland, PA 16881", ,Appalachia Northern,3914,2,842,8.272315147956022
3609631,2013,Clearfield County Strips,Pennsylvania (Bituminous),Clearfield,Temporarily closed,Surface,Independent Producer Operator,Mine only,R H Dotts Contracting Llc,"5527 Glen Hope Blvd, Glen Hope, PA 16645", ,Appalachia Northern,2732,3,1013,7.912789220690681
3609651,2013,Clearfield County Strips,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Black Cat Coal, Llc","446 Cemetery Road, Curwensville, PA 16833", ,Appalachia Northern,27152,7,8401,10.209205987474007
3609679,2013,Beard Job,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine only,Ramm Coal Inc,"1092 Spruce Hill Road, Rockton, PA 15856", ,Appalachia Northern,1640,1,671,7.402451520818244
3609965,2013,Horton Strips,Pennsylvania (Bituminous),Clearfield,"Active, men working, not producing",Surface,Independent Producer Operator,Mine and Preparation Plant,Horton Coal Company Llc,"446 Wm Cemetery Road, Curwensville, PA 16833", ,Appalachia Northern,9522,6,4523,9.161360189754465
3605023,2013,Morris Ridge Strip,Pennsylvania (Anthracite),Columbia,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Mallard Contracting Company In,"122 Wilburton Road, Mount Carmel, PA 17851", ,Appalachia Northern,37422,25,42455,10.530014045754177
3608780,2013,Logan Surface Mine,Pennsylvania (Anthracite),Columbia,Active,Surface,Operating Subsidiary,Mine only,Blaschak Coal Corp,"Route 54, P.O. Box 12, Mahanoy City, PA 17948",United Mine Workers of America,Appalachia Northern,32940,16,24078,10.402443003731632
3602022,2013,Buck Mountain Slope,Pennsylvania (Anthracite),Dauphin,Temporarily closed,Underground,Independent Producer Operator,Mine only,S & M Coal Company,"1744 E. Grand Ave., Tower City, PA 17980", ,Appalachia Northern,623,5,1600,6.434546518787453
3609435,2013,Williamstown Mine #1,Pennsylvania (Anthracite),Dauphin,Active,Underground,Independent Producer Operator,Mine only,"Kimmel's Mining, Inc","P.O. Box 8, Williamstown, PA 17098", ,Appalachia Northern,5122,6,7120,8.541300266759471
3601262,2013,Tamburlin Strip,Pennsylvania (Bituminous),Elk,Active,Surface,Independent Producer Operator,Mine only,Tamburlin Brothers Coal Compan,"P.O. Box 1419, Clearfield, PA 16830", ,Appalachia Northern,5882,8,9247,8.67965211911394
3608575,2013,Job 127,Pennsylvania (Bituminous),Elk,Active,Surface,Independent Producer Operator,Mine only,"Northern Son, Inc.","568 Silvis Hollow Rd, Kittanning, PA 16201", ,Appalachia Northern,25887,12,18533,10.161496191176417
3608984,2013,Elk County Mine,Pennsylvania (Bituminous),Elk,Active,Surface,Independent Producer Operator,Mine only,Jurassic Energy Inc,"361 Pinetop Road, Bigler, PA 16825", ,Appalachia Northern,870,2,950,6.76849321164863
3609090,2013,Benezette Operation,Pennsylvania (Bituminous),Elk,Temporarily closed,Surface,Independent Producer Operator,Mine only,P & N Coal Company Inc,"P.O. Box 332, Punxsutawney, PA 15767", ,Appalachia Northern,21374,4,4546,9.969930509084842
3609201,2013,3130,Pennsylvania (Bituminous),Elk,Temporarily closed,Surface,Independent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249", ,Appalachia Northern,15459,3,5760,9.645946636996333
3609214,2013,Moshannon,Pennsylvania (Bituminous),Elk,Active,Surface,Independent Producer Operator,Mine only,Northern Son Inc,"568 Silvis Hollow Rd, Kittanning, PA 16201", ,Appalachia Northern,35759,6,15470,10.484557264690627
3606393,2013,Wymps Gap Surface Coal Mine,Pennsylvania (Bituminous),Fayette,Active,Surface,Independent Producer Operator,Mine only,Charles L Swenglish & Sons Coa,"83 Swenglish Lane, Smithfield, PA 15478", ,Appalachia Northern,13006,4,8000,9.473166068429098
3607973,2013,Fayette Co Strips,Pennsylvania (Bituminous),Fayette,Active,Surface,Independent Producer Operator,Mine only,Amerikohl Mining Inc,"1384 State Route 711, Stahlstown, PA 15687", ,Appalachia Northern,92457,16,29118,11.434498950552483
3609086,2013,Rose Mine,Pennsylvania (Bituminous),Fayette,Active,Surface,Independent Producer Operator,Mine only,Steve Patterson Llc,"170 Yasenosky Road, Smithfield, PA 15478", ,Appalachia Northern,11569,8,18275,9.356084386028888
3609702,2013,Murphy Gfcc,Pennsylvania (Bituminous),Fayette,Active,Surface,Independent Producer Operator,Mine only,"Tedco, Inc.","117 West Peach Street, Connellsville, PA 15425", ,Appalachia Northern,8326,5,6980,9.02713842775492
3609826,2013,T & B Strip,Pennsylvania (Bituminous),Fayette,Active,Surface,Independent Producer Operator,Mine only,T & B Excavating Inc.,"P.O. Box 337, Mcclellandtow, PA 15458", ,Appalachia Northern,5129,4,3237,8.542665987389269
3605018,2013,Cumberland Mine,Pennsylvania (Bituminous),Greene,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Cumberland Coal Resources Lp,"855 Kirby Road, Waynesburg, PA 15370",United Mine Workers of America,Appalachia Northern,5576502,636,1289231,15.534072256064562
3605466,2013,Emerald Mine No 1,Pennsylvania (Bituminous),Greene,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Emerald Coal Resources Lp,"P.O. Box 871, Waynesburg, PA 15370",United Mine Workers of America,Appalachia Northern,3584579,643,1289366,15.092151591368232
3607230,2013,Bailey Mine,Pennsylvania (Bituminous),Greene,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consol Pennsylvania Coal Compa,"1000 Consol Energy Drive, Canonsburg, PA 15317", ,Appalachia Northern,11321481,1222,3015772,16.242212452570456
3609326,2013,4 West Mine,Pennsylvania (Bituminous),Greene,Active,Underground,Operating Subsidiary,Mine only,Dana Mining Company Of Pennsyl,"308 Dents Run Road, Morgantown, WV 26501", ,Appalachia Northern,1611283,228,518980,14.29254131401882
3609997,2013,Robena Surface Mine,Pennsylvania (Bituminous),Greene,Active,Surface,Contractor,Mine only,Ali Co.,"1904 Milford Road, Kingwood, WV 26537", ,Appalachia Northern,157289,7,20861,11.965840156531218
3607506,2013,Round Knob,Pennsylvania (Bituminous),Huntingdon,Temporarily closed,Surface,Independent Producer Operator,Mine only,Ferlitch Construction Inc,"62 Woodland Terrace, Duncansville, PA 16635", ,Appalachia Northern,2918,1,480,7.978653729082731
3601325,2013,Beilchick Bros Strips,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,Beilchick Brothers,"270 Staff Street, P.O. Box 7, Heilwood, PA 15745", ,Appalachia Northern,674,2,1774,6.513230110912307
3605019,2013,Twin Brook #3,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,Twin Brook Coal Inc.,"P.O. Box 225, Clymer, PA 15728", ,Appalachia Northern,22429,4,5607,10.018110043372825
3607880,2013,Condor Mine,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,Simkol Corp.,"1005-A Bush Road, Saltsburg, PA 15681", ,Appalachia Northern,8303,2,3808,9.02437217426203
3608376,2013,Beth #2,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,Beth Mining Co.,"815 Rock Run Rd, Glen Campbell, PA 15742", ,Appalachia Northern,9242,2,4892,9.131513591430211
3608491,2013,Ehenger,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,"K. M. P. Associates, Inc.","3756 State Route 981, Saltsburg, PA 15681", ,Appalachia Northern,38363,4,8089,10.554848732404476
3608525,2013,Tom's Run Mine,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,457231,55,123236,13.0329440126287
3608620,2013,Indiana County,Pennsylvania (Bituminous),Indiana,Active,Surface,Operating Subsidiary,Mine only,Amfire Mining Company Llc,"One Energy Place, Latrobe, PA 15650", ,Appalachia Northern,57223,12,22974,10.95471119445029
3608624,2013,Fossil #1,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,Fossil Fuel Inc,"690 Weaver Rd, Marion Center, PA 15759", ,Appalachia Northern,7011,1,490,8.855235623206967
3608723,2013,Thomas Mine,Pennsylvania (Bituminous),Indiana,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Amerikohl Mining, Inc","202 Sunset Drive, Butler, PA 16001", ,Appalachia Northern,38569,13,19223,10.560204123979984
3608825,2013,Stitt,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,Abm Mining Co. Inc,"3330 Johnston Rd, Smickburg, PA 16256", ,Appalachia Northern,977,1,163,6.884486652042782
3608850,2013,Nolo,Pennsylvania (Bituminous),Indiana,Active,Underground,Operating Subsidiary,Mine only,Amfire Mining Company Llc,"One Energy Place, Latrobe, PA 15650", ,Appalachia Northern,252800,65,154061,12.44035394125484
3609005,2013,Ondo Extension Mine,Pennsylvania (Bituminous),Indiana,Active,Underground,Operating Subsidiary,Mine only,Amfire Mining Company Llc,"One Energy Place, Latrobe, PA 15650", ,Appalachia Northern,385065,56,128793,12.861167430188374
3609033,2013,Gillhouser Run Mine,Pennsylvania (Bituminous),Indiana,Active,Underground,Operating Subsidiary,Mine only,Amfire Mining Company Llc,"One Energy Place, Latrobe, PA 15650", ,Appalachia Northern,255712,65,145409,12.451807090174189
3609185,2013,Auger 3152,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,E E & S Auger Mining Inc,"687 Ambrose Road, Home, PA 15747", ,Appalachia Northern,35267,3,3931,10.4707029614894
3609189,2013,Ser #3163,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,J C Drilling & Ditching,"607 Angie Lane, Indiana, PA 15701", ,Appalachia Northern,574,1,54,6.352629396319567
3609190,2013,Auger #2,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,J C Drilling & Ditching,"P.O. Box 176, Marion Center, PA 15759", ,Appalachia Northern,16926,2,1670,9.736606180230051
3609225,2013,Falls Creek Auger Crew - 3,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,"Falls Creek Energy Co., Inc.","568 Silvis Hollow Rd, Kittanning, PA 16201", ,Appalachia Northern,30125,2,4388,10.313110670792955
3609243,2013,Auger No 5650,Pennsylvania (Bituminous),Indiana,Temporarily closed,Surface,Independent Producer Operator,Mine only,E E & S Auger Mining Inc,"687 Ambrose Road, Home, PA 15747", ,Appalachia Northern,5105,3,768,8.537975730598767
3609287,2013,Lowry Mine,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,239513,22,51741,12.386362974109494
3609306,2013,Kellar #2,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,Kellar Augering,"11976 Rt 954 Hwy N., Creekside, PA 15732", ,Appalachia Northern,10399,3,3110,9.249464926660233
3609342,2013,Barrett Mine,Pennsylvania (Bituminous),Indiana,Active,Underground,Operating Subsidiary,Mine only,"Amfire Mining Company, Llc","One Energy Place, Latrobe, PA 15650", ,Appalachia Northern,307463,68,158114,12.6361100337858
3609394,2013,Knob Creek,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,298876,25,62376,12.607784050635413
3609407,2013,Heilwood,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"6314, Rt 403, Highway South, Heilwood, PA 15745", ,Appalachia Northern,395149,69,153678,12.887018187945369
3609437,2013,Brush Valley,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,44088,18,39148,10.69394291556307
3609637,2013,Starford Mine,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,34491,15,20753,10.448453699421849
3609840,2013,Allegheny Strips,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,64322,5,10097,11.071656997896786
3609891,2013,Indiana County Strips,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,Forcey Coal Inc.,"475 Banion Road, Box 225, Madera, PA 16661", ,Appalachia Northern,24554,7,13594,10.108630052740786
3604782,2013,Worthville Mine,Pennsylvania (Bituminous),Jefferson,Active,Surface,Independent Producer Operator,Mine only,Original Fuels Inc,"P.O. Box 343, Punxsutawney, PA 15767", ,Appalachia Northern,113740,23,53832,11.641670420860791
3605828,2013,Yenzi Strip #3 Mine,Pennsylvania (Bituminous),Jefferson,Temporarily closed,Surface,Independent Producer Operator,Mine only,Leonard W. Yenzi Company,"557 Shale Pit Road, Reynoldsville, PA 15851", ,Appalachia Northern,11048,2,2721,9.310004695089129
3606071,2013,Brosious Mine,Pennsylvania (Bituminous),Jefferson,Active,Surface,Independent Producer Operator,Mine only,Cookport Coal Company Inc,"425 Market Street, Kittanning, PA 16201", ,Appalachia Northern,4174,4,6708,8.336630087637147
3606562,2013,Reichard Strips,Pennsylvania (Bituminous),Jefferson,Active,Surface,Independent Producer Operator,Mine only,"Reichard Contracting, Inc.","212 Olean Trail, New Bethlehem, PA 16242", ,Appalachia Northern,41175,9,19600,10.62558655504584
3607514,2013,M S M Coal Company Inc,Pennsylvania (Bituminous),Jefferson,Active,Surface,Independent Producer Operator,Mine only,M S M Coal Company Inc,"P.O. Box 243, Dubois, PA 15801", ,Appalachia Northern,8148,6,8040,9.005527777346696
3608602,2013,Waroquier #2,Pennsylvania (Bituminous),Jefferson,Active,Surface,Independent Producer Operator,Mine only,Waroquier Coal Company,"P.O. Box 128, Clearfield, PA 16830", ,Appalachia Northern,18463,5,8029,9.823524008395744
3609436,2013,Kocjancic,Pennsylvania (Bituminous),Jefferson,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,25105,13,20902,10.130822308468806
3609654,2013,Amerikohl Strips,Pennsylvania (Bituminous),Jefferson,Active,Surface,Independent Producer Operator,Mine only,Amerikohl Mining Inc,"202 Sunset Drive, Butler, PA 16001", ,Appalachia Northern,479918,41,84091,13.081370534957065
3608273,2013,Clinton Surface Mine,Pennsylvania (Anthracite),Lackawanna,Active,Surface,Independent Producer Operator,Mine only,Pioneer Aggregates Inc,"215 East Saylor Ave, Laflin, PA 18702", ,Appalachia Northern,4394,6,13526,8.387995252944556
3608419,2013,Archbald Mtn Strip #1,Pennsylvania (Anthracite),Lackawanna,Temporarily closed,Surface,Independent Producer Operator,Mine only,Silverbrook Anthracite Inc,"1 Market St, Laflin, PA 18702", ,Appalachia Northern,6044,4,4861,8.70682132339263
3601734,2013,Jeddo Basin (J-44),Pennsylvania (Anthracite),Luzerne,Active,Surface,Operating Subsidiary,Mine only,Jeddo Coal Company,"46 Public Square Ste 600, Wilkes-Barre, PA 18701",United Mine Workers of America,Appalachia Northern,52235,41,59842,10.863508047271608
3604383,2013,Lattimer Division,Pennsylvania (Anthracite),Luzerne,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Blaschak Coal Corp.,"Route 54, P O Box 12, Mahanoy City, PA 17948",UNIT,Appalachia Northern,97603,39,67944,11.488663509633708
3607079,2013,Shantytown Strip Mine,Pennsylvania (Anthracite),Luzerne,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Pioneer Aggregates Inc,"215 East Saylor Ave, Laflin, PA 18702", ,Appalachia Northern,7600,12,31024,8.935903526274423
3608391,2013,Glen Lyon Operation,Pennsylvania (Anthracite),Luzerne,Active,Surface,Independent Producer Operator,Mine only,Susquehanna Coal Company,"31 North Market Street, Nanticoke, PA 18634", ,Appalachia Northern,35668,19,32952,10.48200920725477
3608745,2013,Stockton Mine,Pennsylvania (Anthracite),Luzerne,Active,Surface,Independent Producer Operator,Mine only,Coal Contractors (1991) Inc,"P.O. Box 39, Hazleton, PA 18201", ,Appalachia Northern,151478,46,96326,11.928195678865459
3609501,2013,Spring Mountain Operation,Pennsylvania (Anthracite),Luzerne,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Latona Mining Llc,"620 South Main Street, Pittston, PA 18640", ,Appalachia Northern,25473,11,19049,10.145374346667474
3602703,2013,Fisher Mining Company,Pennsylvania (Bituminous),Lycoming,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Fisher Mining Company,"40 Choate Circle, Montoursville, PA 17754", ,Appalachia Northern,228232,34,90722,12.338117934449393
3608541,2013,Ben Hal Strips,Pennsylvania (Bituminous),Mercer,Active,Surface,Independent Producer Operator,Mine only,Ben Hal Mining,"389 Irishtown Road, Grove City, PA 16127", ,Appalachia Northern,38544,5,8150,10.559555724854652
3602203,2013,N & L Slope,Pennsylvania (Anthracite),Northumberland,Active,Underground,Independent Producer Operator,Mine only,Bear Gap Coal,"74 Kushwa Rd  P O Box 64, Spring Glen, PA 17978", ,Appalachia Northern,7936,4,7280,8.979164648964709
3607838,2013,Harmony Mine,Pennsylvania (Anthracite),Northumberland,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Uae Coalcorp Associates,"P.O. Box 306, Mount Carmel, PA 17851", ,Appalachia Northern,13086,14,14184,9.479298235429685
3608489,2013,West Spring Energy,Pennsylvania (Anthracite),Northumberland,Active,Surface,Operating Subsidiary,Mine only,"West Spring Energy, Llc","P.O. Box 1200, Pottsville, PA 17901", ,Appalachia Northern,67464,40,59569,11.119349401254478
3609231,2013,Zerbe 10 Mine,Pennsylvania (Anthracite),Northumberland,Active,Surface,Independent Producer Operator,Mine only,Fox Coal Company Inc.,"212 W. Cherry St., Mt. Carmel, PA 17851", ,Appalachia Northern,2795,2,500,7.9355873855892
3609261,2013,John Shingara No. 1,Pennsylvania (Anthracite),Northumberland,Active,Surface,Independent Producer Operator,Mine only,John Shingara,"6624 St. Rte 225, Shamokin, PA 17872", ,Appalachia Northern,11860,3,2152,9.380926672551716
3609322,2013,West End,Pennsylvania (Anthracite),Northumberland,Active,Surface,Independent Producer Operator,Mine only,Farragut Anthracite Company,"122 Wilburton Road, Mount Carmel, PA 17851", ,Appalachia Northern,31694,14,21952,10.363882667502754
3609348,2013,Crystal Strip,Pennsylvania (Anthracite),Northumberland,Active,Surface,Independent Producer Operator,Mine only,Last Time Coal,"119 Greenwood St., Trevorton, PA 17881", ,Appalachia Northern,4743,2,875,8.464425125877582
3609443,2013,Luke Shingara Coal,Pennsylvania (Anthracite),Northumberland,Temporarily closed,Surface,Independent Producer Operator,Mine only,Luke Shingara Coal,"297 East Ridge Rd, Sunbury, PA 17801", ,Appalachia Northern,2438,7,2860,7.798933310041217
3609475,2013,No 13 Slope,Pennsylvania (Anthracite),Northumberland,Active,Underground,Independent Producer Operator,Mine only,Robert Shingara Coal,"311 Shingara Lane, Sunbury, PA 17801", ,Appalachia Northern,5411,4,5710,8.596189197642735
3609548,2013,Trevorton Strip,Pennsylvania (Anthracite),Northumberland,Active,Surface,Independent Producer Operator,Mine only,Keystone Anthracite Company In,"259 North Second Street, Girardville, PA 17935", ,Appalachia Northern,100039,5,13475,11.513315388939995
3609558,2013,Locust Summit Strip Mine,Pennsylvania (Anthracite),Northumberland,Active,Surface,Independent Producer Operator,Mine only,White Horse Energy Llc,"35 Dutch Rd, Ashland, PA 17921", ,Appalachia Northern,60467,6,9198,11.009853040659031
3609885,2013,Blue Ridge Mining,Pennsylvania (Anthracite),Northumberland,Active,Surface,Independent Producer Operator,Mine only,Blue Ridge Excavating N Haulin,"4483 State Route 125, Coal Township, PA 17866", ,Appalachia Northern,7512,3,3978,8.9242570208881
3601761,2013,Tamaqua Mine,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Contractor,Mine only,"Lehigh Anthracite Coal, Llc","1233 E. Broad Street, Tamaqua, PA 18252", ,Appalachia Northern,255216,51,119267,12.44986552441223
3601818,2013,R S & W Drift,Pennsylvania (Anthracite),Schuylkill,Active,Underground,Independent Producer Operator,Mine only,R S & W Coal Company Inc,"207 Creek Road, Klingerstown, PA 17941", ,Appalachia Northern,11967,8,7849,9.389908140573516
3601877,2013,K K Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,K K Coal Llc,"P.O. Box 8, Cumbola, PA 17930", ,Appalachia Northern,21229,4,7218,9.963123450432002
3601965,2013,Buck Run P-8 P-10,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Operating Subsidiary,Mine only,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",United Mine Workers of America,Appalachia Northern,61788,12,20975,11.031464449834141
3601977,2013,Wadesville P-33,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Operating Subsidiary,Mine only,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",United Mine Workers of America,Appalachia Northern,68852,30,47982,11.139714552391396
3605396,2013,Peach Mt. Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Reading Anthracite Co.,"P.O. Box 1200, Pottsville, PA 17901", ,Appalachia Northern,8073,2,7015,8.996280439395015
3605518,2013,Eagle Hill Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Joseph Kuperavage Coal Company,"916 Park Ave, Port Carbon, PA 17965", ,Appalachia Northern,7844,2,7753,8.967504187316237
